conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,84352E+18;Tue Oct 08 05:09:49 +0000 2024;0;dikorea sama kayak di indo ga ya bakal ada calo yang jualin tiket harga murah kalau udah mendekati konser??;1,84352E+18;;;in;neo city;0;0;0;https://x.com/__naAmericano/status/1843519145650118816;2247159337;__naAmericano
1,84349E+18;Tue Oct 08 03:24:15 +0000 2024;0;guys yg bilang ini murah emang tiket konser di korea semua murah yaa. bahkan temen gue nonton treasure di korea 1 5jt ‍️tapi balik lagi itu kalau hasil war bukan dari calo ;1,84349E+18;;;in;;0;2;0;https://x.com/sicncan/status/1843492578924392480;1,70833E+18;sicncan
1,84347E+18;Tue Oct 08 01:49:19 +0000 2024;1;Mau tanya ada yg pernah beli tiket konser di calo pas hari h di venue ?;1,84347E+18;;;in;He/Him;0;0;0;https://x.com/meboyblink/status/1843468685014643051;1,33474E+18;meboyblink
1,84345E+18;Tue Oct 08 00:27:38 +0000 2024;1;Trauma dlu pernah ketipu tiket konser exo gara2 beli calo di twitter;1,84345E+18;;;in;;0;2;0;https://x.com/wayyfi/status/1843448128663630289;1392775560;wayyfi
1,84327E+18;Mon Oct 07 12:33:35 +0000 2024;0;@solveud Beda urusan kan klo manfaatin temen ordal trs jual tiket di up abis2an jd calo superior vrsi fancy. Setiap konser tuh ada kok seat2 yg udah di booked target undangan vip. Heran gtu PH tuh apa2 nepo babies pdhl sampe jd artis juga kan pencapaian p;1,84327E+18;;solveud;in;;0;0;0;https://x.com/AllboutDB/status/1843268433187934589;1,72699E+18;AllboutDB
1,84325E+18;Mon Oct 07 11:26:52 +0000 2024;3;sumpah ya terlepas dri gue bersyukur krn dpt tiket konser 2NE1 hri ini gue masih kesel sama para calo dan wts an gara kalian gue jdi gabsa dpt section yg gue mau! QN jga udh dpt tinggi please lah klo mau cri duit tuh dengan cara lain yg gak merugikan orang kenapa sih?!;1,84325E+18;;;in;;0;0;0;https://x.com/wildosmanthus/status/1843251645419012224;1,61245E+18;wildosmanthus
1,84325E+18;Mon Oct 07 11:19:04 +0000 2024;5;serem bgt tiket 2ne1 banyak bgt scamnya anjir ga di x/ig jugaa yg pke promosii gtu pliss kalian jgn pada beli kalau ga dpt tiket yaudaa gpp belinya nantii pas hari H konser tuh calo banyakk biasanya dan uangnya kalian siapin dlu aja dari sekarang + ditabungg daripda ketipu;1,84325E+18;;;in;DKI Jakarta, Indonesia;1;1;1;https://x.com/tiketmo/status/1843249681457090772;1,64613E+18;tiketmo
1,84321E+18;Mon Oct 07 08:32:02 +0000 2024;0;asli dah indo ini kebanyakan calo tiket konser anjir gua masih rada okelah kalo jastip tp kalo calo yg nimbun tiket buat dijual lg dan fee/tix nya gak ngotak gua doain smoga pantatlu bisulan sampe member 2ne1 semuanya pada punya cucu;1,84321E+18;;;in;;0;1;2;https://x.com/sandrinxxjichuu/status/1843207645030940901;1476490710;sandrinxxjichuu
1,84321E+18;Mon Oct 07 08:29:13 +0000 2024;0;Calo-calo tiket konser jamet semoga jempolnya cantengan terus. ;1,84321E+18;;;in;Jakarta;0;0;0;https://x.com/harumaay/status/1843206938047435219;86518270;harumaay
1,8432E+18;Mon Oct 07 08:19:52 +0000 2024;4;Yang wts &amp;;;;;;;;;;;
1,8432E+18;Mon Oct 07 08:18:58 +0000 2024;1;semoga calo tiket konser kena kanker;1,8432E+18;;;in;;0;1;0;https://x.com/barudakwonyoung/status/1843204355325116478;1,69936E+18;barudakwonyoung
1,8432E+18;Mon Oct 07 07:56:47 +0000 2024;3;Dear iMe ID tolong kasih tambahan hari buat konser Day 2. Alias liat noh reply-an sm qrt lu isinya calo semua. Blackjacks banyak bgt yg ngeluh karena gak kebagian tiket pada di borong sama calo terus dijual lagi dengan harga tinggi. Satu lagi venue jgn bcis deh;1,8432E+18;;;in;Valinor;0;1;0;https://x.com/aaaralk/status/1843198774388408440;478420903;aaaralk
